paper_id,mix_id,replacement_pct,age_days,strength_mpa,wb_block,graph_derived,age_known,mix_activation,source,sio2,cao,al2o3,fe2o3,mgo,so3,na2o,k2o,loi,amorphous_pct,d10,d50,d90,mean_particle_um,specific_surface,bet_surface,blaine,water_absorption,specific_gravity,bulk_density,wb_ratio,thermal_temp_c,thermal_duration,grind_duration,grind_speed,pozzolanic_reactivity,activation_method,processing_method,mineralogy,material_family,reported_optimum_pct,empirical_optimum_pct,ctrl_strength_mpa,rel_strength,aggregate_replacement_suspect
9,,5.0,7.0,23.0,,True,True,,sheet1,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0,28.0,0.8214285714285714,False
9,,5.0,28.0,5.0,,True,True,,sheet1,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0,35.5,0.14084507042253522,False
9,,5.0,28.0,32.5,,True,True,,sheet1,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0,35.5,0.9154929577464789,False
9,,6.0,1.0,7.0,,True,True,,sheet1,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0,23.833333333333332,0.2937062937062937,False
9,,6.0,7.0,28.0,,True,True,,sheet1,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0,28.0,1.0,False
9,,6.0,28.0,38.0,,True,True,,sheet1,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0,35.5,1.0704225352112675,False
9,#6,70.0,1.0,7.0,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0,23.833333333333332,0.2937062937062937,False
9,#6,70.0,1.0,28.0,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0,23.833333333333332,1.1748251748251748,False
9,#6,70.0,1.0,38.0,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0,23.833333333333332,1.5944055944055946,False
9,#1,100.0,1.0,1.0,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0,23.833333333333332,0.04195804195804196,False
9,#4,100.0,1.0,1.5,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0,23.833333333333332,0.06293706293706294,False
9,#1,100.0,1.0,4.0,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0,23.833333333333332,0.16783216783216784,False
9,#4,100.0,1.0,4.5,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0,23.833333333333332,0.18881118881118883,False
9,#1,100.0,1.0,5.0,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0,23.833333333333332,0.2097902097902098,False
