paper_id,replacement_pct,age_days,strength_mpa,is_range,sio2,cao,al2o3,fe2o3,mgo,so3,na2o,k2o,loi,amorphous_pct,specific_gravity,mean_particle_um,specific_surface,bet_surface,blaine,wb_ratio,burn_temp_c,burn_duration,grind_duration,pozzolanic_reactivity,activation_method,mineralogy,processing_method
14,10.0,1.0,27.0,False,91.0,,0.35,0.41,0.81,1.21,0.08,3.21,8.5,,2.06,49.5,,,,0.3499999999999999,700.0,,30.5,,mechanical,mixed,controlled_burn
14,10.0,3.0,47.0,False,91.0,,0.35,0.41,0.81,1.21,0.08,3.21,8.5,,2.06,49.5,,,,0.3499999999999999,700.0,,30.5,,mechanical,mixed,controlled_burn
14,10.0,7.0,41.0,False,91.0,,0.35,0.41,0.81,1.21,0.08,3.21,8.5,,2.06,49.5,,,,0.3499999999999999,700.0,,30.5,,mechanical,mixed,controlled_burn
14,10.0,14.0,52.0,False,91.0,,0.35,0.41,0.81,1.21,0.08,3.21,8.5,,2.06,49.5,,,,0.3499999999999999,700.0,,30.5,,mechanical,mixed,controlled_burn
14,10.0,28.0,61.0,False,91.0,,0.35,0.41,0.81,1.21,0.08,3.21,8.5,,2.06,49.5,,,,0.3499999999999999,700.0,,30.5,,mechanical,mixed,controlled_burn
14,10.0,56.0,62.0,False,91.0,,0.35,0.41,0.81,1.21,0.08,3.21,8.5,,2.06,49.5,,,,0.3499999999999999,700.0,,30.5,,mechanical,mixed,controlled_burn
14,20.0,1.0,26.0,False,91.0,,0.35,0.41,0.81,1.21,0.08,3.21,8.5,,2.06,49.5,,,,0.3499999999999999,700.0,,30.5,,mechanical,mixed,controlled_burn
14,20.0,3.0,38.0,False,91.0,,0.35,0.41,0.81,1.21,0.08,3.21,8.5,,2.06,49.5,,,,0.3499999999999999,700.0,,30.5,,mechanical,mixed,controlled_burn
14,20.0,7.0,47.0,False,91.0,,0.35,0.41,0.81,1.21,0.08,3.21,8.5,,2.06,49.5,,,,0.3499999999999999,700.0,,30.5,,mechanical,mixed,controlled_burn
14,20.0,14.0,52.0,False,91.0,,0.35,0.41,0.81,1.21,0.08,3.21,8.5,,2.06,49.5,,,,0.3499999999999999,700.0,,30.5,,mechanical,mixed,controlled_burn
14,20.0,28.0,60.0,False,91.0,,0.35,0.41,0.81,1.21,0.08,3.21,8.5,,2.06,49.5,,,,0.3499999999999999,700.0,,30.5,,mechanical,mixed,controlled_burn
14,20.0,56.0,61.0,False,91.0,,0.35,0.41,0.81,1.21,0.08,3.21,8.5,,2.06,49.5,,,,0.3499999999999999,700.0,,30.5,,mechanical,mixed,controlled_burn
14,20.0,91.0,69.0,False,91.0,,0.35,0.41,0.81,1.21,0.08,3.21,8.5,,2.06,49.5,,,,0.3499999999999999,700.0,,30.5,,mechanical,mixed,controlled_burn
14,30.0,1.0,19.0,False,91.0,,0.35,0.41,0.81,1.21,0.08,3.21,8.5,,2.06,49.5,,,,0.3499999999999999,700.0,,30.5,,mechanical,mixed,controlled_burn
14,30.0,3.0,32.0,False,91.0,,0.35,0.41,0.81,1.21,0.08,3.21,8.5,,2.06,49.5,,,,0.3499999999999999,700.0,,30.5,,mechanical,mixed,controlled_burn
14,30.0,7.0,43.0,False,91.0,,0.35,0.41,0.81,1.21,0.08,3.21,8.5,,2.06,49.5,,,,0.3499999999999999,700.0,,30.5,,mechanical,mixed,controlled_burn
14,30.0,14.0,51.0,False,91.0,,0.35,0.41,0.81,1.21,0.08,3.21,8.5,,2.06,49.5,,,,0.3499999999999999,700.0,,30.5,,mechanical,mixed,controlled_burn
14,30.0,28.0,54.0,False,91.0,,0.35,0.41,0.81,1.21,0.08,3.21,8.5,,2.06,49.5,,,,0.3499999999999999,700.0,,30.5,,mechanical,mixed,controlled_burn
14,30.0,56.0,60.0,False,91.0,,0.35,0.41,0.81,1.21,0.08,3.21,8.5,,2.06,49.5,,,,0.3499999999999999,700.0,,30.5,,mechanical,mixed,controlled_burn
14,30.0,91.0,64.0,False,91.0,,0.35,0.41,0.81,1.21,0.08,3.21,8.5,,2.06,49.5,,,,0.3499999999999999,700.0,,30.5,,mechanical,mixed,controlled_burn
14,10.0,1.0,16.0,False,91.0,,0.35,0.41,0.81,1.21,0.08,3.21,8.5,,2.06,49.5,,,,0.3499999999999999,700.0,,30.5,,mechanical,mixed,controlled_burn
14,10.0,3.0,26.0,False,91.0,,0.35,0.41,0.81,1.21,0.08,3.21,8.5,,2.06,49.5,,,,0.3499999999999999,700.0,,30.5,,mechanical,mixed,controlled_burn
14,10.0,7.0,37.0,False,91.0,,0.35,0.41,0.81,1.21,0.08,3.21,8.5,,2.06,49.5,,,,0.3499999999999999,700.0,,30.5,,mechanical,mixed,controlled_burn
14,10.0,14.0,40.0,False,91.0,,0.35,0.41,0.81,1.21,0.08,3.21,8.5,,2.06,49.5,,,,0.3499999999999999,700.0,,30.5,,mechanical,mixed,controlled_burn
14,10.0,28.0,47.0,False,91.0,,0.35,0.41,0.81,1.21,0.08,3.21,8.5,,2.06,49.5,,,,0.3499999999999999,700.0,,30.5,,mechanical,mixed,controlled_burn
14,10.0,56.0,51.0,False,91.0,,0.35,0.41,0.81,1.21,0.08,3.21,8.5,,2.06,49.5,,,,0.3499999999999999,700.0,,30.5,,mechanical,mixed,controlled_burn
14,10.0,91.0,56.0,False,91.0,,0.35,0.41,0.81,1.21,0.08,3.21,8.5,,2.06,49.5,,,,0.3499999999999999,700.0,,30.5,,mechanical,mixed,controlled_burn
15,0.0,7.0,37.2,False,82.5,,,,,,,,,,2.27,,,,,22.6775,,,,2.0,,,burn_other
15,5.0,7.0,35.34,False,82.5,,,,,,,,,,2.27,,,,,22.6775,,,,2.0,,,burn_other
15,10.0,7.0,34.12,False,82.5,,,,,,,,,,2.27,,,,,22.6775,,,,2.0,,,burn_other
15,15.0,7.0,30.36,False,82.5,,,,,,,,,,2.27,,,,,22.6775,,,,2.0,,,burn_other
15,0.0,28.0,50.8,False,82.5,,,,,,,,,,2.27,,,,,22.6775,,,,2.0,,,burn_other
15,5.0,28.0,48.26,False,82.5,,,,,,,,,,2.27,,,,,22.6775,,,,2.0,,,burn_other
15,10.0,28.0,44.72,False,82.5,,,,,,,,,,2.27,,,,,22.6775,,,,2.0,,,burn_other
15,15.0,28.0,43.18,False,82.5,,,,,,,,,,2.27,,,,,22.6775,,,,2.0,,,burn_other
15,0.0,90.0,51.74,False,82.5,,,,,,,,,,2.27,,,,,22.6775,,,,2.0,,,burn_other
15,5.0,90.0,49.15,False,82.5,,,,,,,,,,2.27,,,,,22.6775,,,,2.0,,,burn_other
15,10.0,90.0,47.08,False,82.5,,,,,,,,,,2.27,,,,,22.6775,,,,2.0,,,burn_other
15,15.0,90.0,45.04,False,82.5,,,,,,,,,,2.27,,,,,22.6775,,,,2.0,,,burn_other
15,0.0,7.0,48.31,False,82.5,,,,,,,,,,2.27,,,,,22.6775,,,,2.0,,,burn_other
15,5.0,7.0,42.0,False,82.5,,,,,,,,,,2.27,,,,,22.6775,,,,2.0,,,burn_other
15,10.0,7.0,38.4,False,82.5,,,,,,,,,,2.27,,,,,22.6775,,,,2.0,,,burn_other
15,15.0,7.0,37.37,False,82.5,,,,,,,,,,2.27,,,,,22.6775,,,,2.0,,,burn_other
15,0.0,28.0,59.37,False,82.5,,,,,,,,,,2.27,,,,,22.6775,,,,2.0,,,burn_other
15,5.0,28.0,56.4,False,82.5,,,,,,,,,,2.27,,,,,22.6775,,,,2.0,,,burn_other
15,10.0,28.0,53.43,False,82.5,,,,,,,,,,2.27,,,,,22.6775,,,,2.0,,,burn_other
15,15.0,28.0,50.46,False,82.5,,,,,,,,,,2.27,,,,,22.6775,,,,2.0,,,burn_other
15,0.0,90.0,62.5,False,82.5,,,,,,,,,,2.27,,,,,22.6775,,,,2.0,,,burn_other
15,5.0,90.0,58.36,False,82.5,,,,,,,,,,2.27,,,,,22.6775,,,,2.0,,,burn_other
15,10.0,90.0,56.4,False,82.5,,,,,,,,,,2.27,,,,,22.6775,,,,2.0,,,burn_other
15,15.0,90.0,52.5,False,82.5,,,,,,,,,,2.27,,,,,22.6775,,,,2.0,,,burn_other
16,0.0,28.0,35.4,False,90.9,0.8,0.83,0.6,0.56,,,,,,,,,,376.8,0.53,,,,,mechanical,mixed,uncontrolled_burn
16,0.0,90.0,43.5,False,90.9,0.8,0.83,0.6,0.56,,,,,,,,,,376.8,0.53,,,,,mechanical,mixed,uncontrolled_burn
16,0.0,270.0,46.0,False,90.9,0.8,0.83,0.6,0.56,,,,,,,,,,376.8,0.53,,,,,mechanical,mixed,uncontrolled_burn
16,0.0,360.0,47.0,False,90.9,0.8,0.83,0.6,0.56,,,,,,,,,,376.8,0.53,,,,,mechanical,mixed,uncontrolled_burn
16,5.0,28.0,33.6,False,90.9,0.8,0.83,0.6,0.56,,,,,,,,,,376.8,0.53,,,,,mechanical,mixed,uncontrolled_burn
16,10.0,28.0,32.4,False,90.9,0.8,0.83,0.6,0.56,,,,,,,,,,376.8,0.53,,,,,mechanical,mixed,uncontrolled_burn
16,15.0,28.0,32.1,False,90.9,0.8,0.83,0.6,0.56,,,,,,,,,,376.8,0.53,,,,,mechanical,mixed,uncontrolled_burn
16,15.0,90.0,42.5,False,90.9,0.8,0.83,0.6,0.56,,,,,,,,,,376.8,0.53,,,,,mechanical,mixed,uncontrolled_burn
16,15.0,270.0,46.4,False,90.9,0.8,0.83,0.6,0.56,,,,,,,,,,376.8,0.53,,,,,mechanical,mixed,uncontrolled_burn
16,15.0,360.0,47.5,False,90.9,0.8,0.83,0.6,0.56,,,,,,,,,,376.8,0.53,,,,,mechanical,mixed,uncontrolled_burn
16,20.0,28.0,30.8,False,90.9,0.8,0.83,0.6,0.56,,,,,,,,,,376.8,0.53,,,,,mechanical,mixed,uncontrolled_burn
16,20.0,90.0,41.7,False,90.9,0.8,0.83,0.6,0.56,,,,,,,,,,376.8,0.53,,,,,mechanical,mixed,uncontrolled_burn
16,20.0,270.0,46.7,False,90.9,0.8,0.83,0.6,0.56,,,,,,,,,,376.8,0.53,,,,,mechanical,mixed,uncontrolled_burn
16,20.0,360.0,47.8,False,90.9,0.8,0.83,0.6,0.56,,,,,,,,,,376.8,0.53,,,,,mechanical,mixed,uncontrolled_burn
16,25.0,28.0,29.7,False,90.9,0.8,0.83,0.6,0.56,,,,,,,,,,376.8,0.53,,,,,mechanical,mixed,uncontrolled_burn
16,25.0,90.0,38.5,False,90.9,0.8,0.83,0.6,0.56,,,,,,,,,,376.8,0.53,,,,,mechanical,mixed,uncontrolled_burn
16,25.0,270.0,45.6,False,90.9,0.8,0.83,0.6,0.56,,,,,,,,,,376.8,0.53,,,,,mechanical,mixed,uncontrolled_burn
16,25.0,360.0,43.7,False,90.9,0.8,0.83,0.6,0.56,,,,,,,,,,376.8,0.53,,,,,mechanical,mixed,uncontrolled_burn
16,30.0,28.0,26.6,False,90.9,0.8,0.83,0.6,0.56,,,,,,,,,,376.8,0.53,,,,,mechanical,mixed,uncontrolled_burn
17,10.0,3.0,134.5,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,10.0,7.0,152.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,10.0,28.0,165.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,10.0,91.0,178.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,20.0,3.0,122.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,20.0,7.0,143.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,20.0,28.0,175.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,20.0,91.0,186.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,10.0,3.0,123.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,10.0,28.0,170.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,10.0,91.0,194.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,10.0,3.0,135.5,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,10.0,7.0,159.5,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,10.0,28.0,185.5,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,10.0,91.0,205.5,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,10.0,3.0,105.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,10.0,7.0,136.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,10.0,91.0,171.5,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,10.0,3.0,85.5,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,10.0,7.0,118.5,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,10.0,28.0,154.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,10.0,91.0,167.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,20.0,1.0,96.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,20.0,3.0,147.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,20.0,7.0,155.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,20.0,28.0,180.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,20.0,91.0,205.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,20.0,1.0,81.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,20.0,1.0,80.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,20.0,3.0,102.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,20.0,7.0,135.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,20.0,28.0,161.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,20.0,91.0,178.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,20.0,1.0,51.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,20.0,3.0,96.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,20.0,7.0,115.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,20.0,28.0,134.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
17,20.0,91.0,156.0,False,91.32,,,,,,,,3.81,87.96,,6.583333333333333,250.0,,,0.19,,,90.0,2.0,mechanical,amorphous,uncontrolled_burn
19,15.0,28.0,33.3,False,94.94,1.285,0.345,0.49,0.425,0.01,0.1,1.4249999999999998,0.38,,,36.66666666666666,,,,0.55,,,1.0,2.0,mechanical,mixed,uncontrolled_burn
19,15.0,28.0,30.3,False,94.94,1.285,0.345,0.49,0.425,0.01,0.1,1.4249999999999998,0.38,,,36.66666666666666,,,,0.55,,,1.0,2.0,mechanical,mixed,uncontrolled_burn
21,0.0,3.0,13.4,False,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,0.0,3.0,16.08,False,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,0.0,7.0,21.34,False,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,25.0,3.0,5.97,False,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,25.0,3.0,8.31,False,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,25.0,3.0,10.86,False,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,25.0,3.0,15.38,False,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,40.0,3.0,4.28,False,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,40.0,3.0,6.57,False,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,40.0,3.0,8.52,False,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,40.0,3.0,11.46,False,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,50.0,3.0,4.68,False,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,50.0,3.0,3.06,False,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,50.0,3.0,6.72,False,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,50.0,3.0,8.92,False,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,0.0,7.0,13.4,False,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,0.0,7.0,16.08,False,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,25.0,7.0,12.27,False,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,25.0,7.0,15.28,False,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,25.0,7.0,21.1,False,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,40.0,7.0,9.79,False,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,40.0,7.0,12.06,False,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,40.0,7.0,17.1,False,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,0.0,70.0,42.0,True,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,25.0,70.0,47.0,True,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,30.0,70.0,45.0,True,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,40.0,70.0,41.0,True,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,0.0,70.0,20.0,True,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,25.0,70.0,21.5,True,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,30.0,70.0,20.5,True,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
21,40.0,70.0,19.0,True,86.75,0.4499999999999999,0.895,2.435,0.55,,,,4.925,,2.1,,,,,0.798,800.0,,,,both,mixed,controlled_burn
22,0.0,7.0,27.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,10.0,7.0,18.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,20.0,7.0,14.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,30.0,7.0,11.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,40.0,7.0,9.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,0.0,28.0,38.8,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,10.0,28.0,32.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,20.0,28.0,24.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,30.0,28.0,20.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,40.0,28.0,17.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,0.0,56.0,42.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,10.0,56.0,36.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,20.0,56.0,30.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,30.0,56.0,25.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,40.0,56.0,22.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,0.0,90.0,44.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,10.0,90.0,39.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,20.0,90.0,33.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,30.0,90.0,29.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,40.0,90.0,26.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,0.0,7.0,29.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,10.0,7.0,20.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,20.0,7.0,16.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,30.0,7.0,14.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,40.0,7.0,13.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,0.0,28.0,41.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,10.0,28.0,34.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,20.0,28.0,29.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,30.0,28.0,25.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,40.0,28.0,23.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,0.0,56.0,45.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,10.0,56.0,39.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,20.0,56.0,34.5,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
22,30.0,56.0,31.0,False,75.0,3.3,1.29,0.78,0.22,,0.4,1.5,3.67,,2.53,,,,,0.38,,,,,,,controlled_burn
