paper_id,mix_id,replacement_pct,age_days,strength_mpa,wb_block,graph_derived,age_known,mix_activation,source,sio2,cao,al2o3,fe2o3,mgo,so3,na2o,k2o,loi,amorphous_pct,d10,d50,d90,mean_particle_um,specific_surface,bet_surface,blaine,water_absorption,specific_gravity,bulk_density,wb_ratio,thermal_temp_c,thermal_duration,grind_duration,grind_speed,pozzolanic_reactivity,activation_method,processing_method,mineralogy,material_family,reported_optimum_pct,empirical_optimum_pct
32,J1,10.0,,29.58,,False,False,Mechanical Grinding,matrix,27.8,29.1,6.7,2.73,4.49,1.11,,,,,,,,42.6,467.0,,,,,856.0,0.45,,,30.0,,2.0,mechanical,combined,mixed,powder,15.0,
32,JF32,15.0,,30.2,,True,False,Mechanical Grinding,matrix,27.8,29.1,6.7,2.73,4.49,1.11,,,,,,,,42.6,467.0,,,,,856.0,0.45,,,30.0,,2.0,mechanical,combined,mixed,powder,15.0,
32,JF12,15.0,,36.0,,True,False,Mechanical Grinding,matrix,27.8,29.1,6.7,2.73,4.49,1.11,,,,,,,,42.6,467.0,,,,,856.0,0.45,,,30.0,,2.0,mechanical,combined,mixed,powder,15.0,
32,J2,20.0,,24.0,,True,False,Mechanical Grinding,matrix,27.8,29.1,6.7,2.73,4.49,1.11,,,,,,,,42.6,467.0,,,,,856.0,0.45,,,30.0,,2.0,mechanical,combined,mixed,powder,15.0,
32,JF22,20.0,,26.8,,True,False,Mechanical Grinding,matrix,27.8,29.1,6.7,2.73,4.49,1.11,,,,,,,,42.6,467.0,,,,,856.0,0.45,,,30.0,,2.0,mechanical,combined,mixed,powder,15.0,
32,JF31,21.0,,23.5,,True,False,Mechanical Grinding,matrix,27.8,29.1,6.7,2.73,4.49,1.11,,,,,,,,42.6,467.0,,,,,856.0,0.45,,,30.0,,2.0,mechanical,combined,mixed,powder,15.0,
32,JF11,21.0,,24.2,,True,False,Mechanical Grinding,matrix,27.8,29.1,6.7,2.73,4.49,1.11,,,,,,,,42.6,467.0,,,,,856.0,0.45,,,30.0,,2.0,mechanical,combined,mixed,powder,15.0,
32,JF21,28.0,,19.5,,True,False,Mechanical Grinding,matrix,27.8,29.1,6.7,2.73,4.49,1.11,,,,,,,,42.6,467.0,,,,,856.0,0.45,,,30.0,,2.0,mechanical,combined,mixed,powder,15.0,
32,J3,30.0,,22.5,,True,False,Mechanical Grinding,matrix,27.8,29.1,6.7,2.73,4.49,1.11,,,,,,,,42.6,467.0,,,,,856.0,0.45,,,30.0,,2.0,mechanical,combined,mixed,powder,15.0,
32,J4,40.0,,18.2,,True,False,Mechanical Grinding,matrix,27.8,29.1,6.7,2.73,4.49,1.11,,,,,,,,42.6,467.0,,,,,856.0,0.45,,,30.0,,2.0,mechanical,combined,mixed,powder,15.0,
32,JF41,60.0,,18.5,,True,False,Mechanical Grinding,matrix,27.8,29.1,6.7,2.73,4.49,1.11,,,,,,,,42.6,467.0,,,,,856.0,0.45,,,30.0,,2.0,mechanical,combined,mixed,powder,15.0,
32,JF42,60.0,,23.1,,True,False,Mechanical Grinding,matrix,27.8,29.1,6.7,2.73,4.49,1.11,,,,,,,,42.6,467.0,,,,,856.0,0.45,,,30.0,,2.0,mechanical,combined,mixed,powder,15.0,
35,NAC,0.0,,36.8,,False,False,,matrix,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,combined,,powder,20.0,
35,RPC3-10%,10.0,,34.0,,True,False,,matrix,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,combined,,powder,20.0,
35,RPC2-10%,10.0,,35.5,,True,False,,matrix,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,combined,,powder,20.0,
35,,10.0,,36.0,,True,False,,sheet1,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,combined,,powder,20.0,
35,RPC1-10%,10.0,,36.5,,True,False,,matrix,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,combined,,powder,20.0,
35,,10.0,,37.0,,True,False,,sheet1,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,combined,,powder,20.0,
35,,10.0,,37.6,,True,False,,sheet1,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,combined,,powder,20.0,
35,RPC3-20%,20.0,,31.5,,True,False,,matrix,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,combined,,powder,20.0,
35,RPC2-20%,20.0,,32.5,,True,False,,matrix,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,combined,,powder,20.0,
35,,20.0,,33.0,,True,False,,sheet1,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,combined,,powder,20.0,
35,,20.0,,33.5,,True,False,,sheet1,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,combined,,powder,20.0,
35,RPC1-20%,20.0,,34.0,,True,False,,matrix,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,combined,,powder,20.0,
35,,20.0,,35.3,,True,False,,sheet1,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,combined,,powder,20.0,
35,RPC1-30%,30.0,,26.0,,True,False,,matrix,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,combined,,powder,20.0,
35,RPC3-30%,30.0,,26.2,,True,False,,matrix,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,combined,,powder,20.0,
35,,30.0,,27.2,,True,False,,sheet1,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,combined,,powder,20.0,
35,,30.0,,28.5,,True,False,,sheet1,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,combined,,powder,20.0,
35,,30.0,,29.3,,True,False,,sheet1,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,combined,,powder,20.0,
36,0% RFP (Table 4 / Fig 11),0.0,3.0,21.0,,False,True,,matrix,60.3,17.4,10.4,3.0,3.4,0.7,2.1,,,,,22.7,,22.7,,,,,,,0.5,,,60.0,,1.0,mechanical,combined,mixed,powder,10.0,
36,0% RFP (Table 4 / Fig 11),0.0,3.0,35.1,,False,True,,matrix,60.3,17.4,10.4,3.0,3.4,0.7,2.1,,,,,22.7,,22.7,,,,,,,0.5,,,60.0,,1.0,mechanical,combined,mixed,powder,10.0,
36,0% RFP (Table 4 / Fig 11),0.0,3.0,43.9,,False,True,,matrix,60.3,17.4,10.4,3.0,3.4,0.7,2.1,,,,,22.7,,22.7,,,,,,,0.5,,,60.0,,1.0,mechanical,combined,mixed,powder,10.0,
36,10% RFP (Table 4 / Fig 11),10.0,3.0,24.7,,False,True,Mechanical Activation (Ball milling),matrix,60.3,17.4,10.4,3.0,3.4,0.7,2.1,,,,,22.7,,22.7,,,,,,,0.5,,,60.0,,1.0,mechanical,combined,mixed,powder,10.0,
36,10% RFP (Table 4 / Fig 11),10.0,3.0,32.8,,False,True,Mechanical Activation (Ball milling),matrix,60.3,17.4,10.4,3.0,3.4,0.7,2.1,,,,,22.7,,22.7,,,,,,,0.5,,,60.0,,1.0,mechanical,combined,mixed,powder,10.0,
36,10% RFP (Table 4 / Fig 11),10.0,3.0,43.5,,False,True,Mechanical Activation (Ball milling),matrix,60.3,17.4,10.4,3.0,3.4,0.7,2.1,,,,,22.7,,22.7,,,,,,,0.5,,,60.0,,1.0,mechanical,combined,mixed,powder,10.0,
36,30% RFP (Table 4 / Fig 11),30.0,3.0,19.1,,False,True,Mechanical Activation (Ball milling),matrix,60.3,17.4,10.4,3.0,3.4,0.7,2.1,,,,,22.7,,22.7,,,,,,,0.5,,,60.0,,1.0,mechanical,combined,mixed,powder,10.0,
36,30% RFP (Table 4 / Fig 11),30.0,3.0,24.0,,False,True,Mechanical Activation (Ball milling),matrix,60.3,17.4,10.4,3.0,3.4,0.7,2.1,,,,,22.7,,22.7,,,,,,,0.5,,,60.0,,1.0,mechanical,combined,mixed,powder,10.0,
36,30% RFP (Table 4 / Fig 11),30.0,3.0,33.3,,False,True,Mechanical Activation (Ball milling),matrix,60.3,17.4,10.4,3.0,3.4,0.7,2.1,,,,,22.7,,22.7,,,,,,,0.5,,,60.0,,1.0,mechanical,combined,mixed,powder,10.0,
36,50% RFP (Table 4 / Fig 11),50.0,3.0,11.5,,False,True,Mechanical Activation (Ball milling),matrix,60.3,17.4,10.4,3.0,3.4,0.7,2.1,,,,,22.7,,22.7,,,,,,,0.5,,,60.0,,1.0,mechanical,combined,mixed,powder,10.0,
36,50% RFP (Table 4 / Fig 11),50.0,3.0,15.2,,False,True,Mechanical Activation (Ball milling),matrix,60.3,17.4,10.4,3.0,3.4,0.7,2.1,,,,,22.7,,22.7,,,,,,,0.5,,,60.0,,1.0,mechanical,combined,mixed,powder,10.0,
36,50% RFP (Table 4 / Fig 11),50.0,3.0,20.5,,False,True,Mechanical Activation (Ball milling),matrix,60.3,17.4,10.4,3.0,3.4,0.7,2.1,,,,,22.7,,22.7,,,,,,,0.5,,,60.0,,1.0,mechanical,combined,mixed,powder,10.0,
37,7d,0.0,7.0,29.1,,True,True,,sheet1,46.835,22.25,12.66,5.654999999999999,1.665,0.29000000000000004,,2.14,,,,17.854999999999997,,27.939999999999998,,,440.5,,2.59,,,,,20.0,,1.0,mechanical,combined,,powder,15.0,0.0
37,28d,0.0,28.0,33.6,,True,True,,sheet1,46.835,22.25,12.66,5.654999999999999,1.665,0.29000000000000004,,2.14,,,,17.854999999999997,,27.939999999999998,,,440.5,,2.59,,,,,20.0,,1.0,mechanical,combined,,powder,15.0,0.0
37,15% (8:2),15.0,7.0,25.7,,True,True,Mechanical activation,matrix,46.835,22.25,12.66,5.654999999999999,1.665,0.29000000000000004,,2.14,,,,17.854999999999997,,27.939999999999998,,,440.5,,2.59,,,,,20.0,,1.0,mechanical,combined,,powder,15.0,0.0
37,15% (6:4),15.0,7.0,27.4,,True,True,Mechanical activation,matrix,46.835,22.25,12.66,5.654999999999999,1.665,0.29000000000000004,,2.14,,,,17.854999999999997,,27.939999999999998,,,440.5,,2.59,,,,,20.0,,1.0,mechanical,combined,,powder,15.0,0.0
37,28d,15.0,28.0,30.5,,True,True,,sheet1,46.835,22.25,12.66,5.654999999999999,1.665,0.29000000000000004,,2.14,,,,17.854999999999997,,27.939999999999998,,,440.5,,2.59,,,,,20.0,,1.0,mechanical,combined,,powder,15.0,0.0
37,28d,15.0,28.0,35.0,,True,True,,sheet1,46.835,22.25,12.66,5.654999999999999,1.665,0.29000000000000004,,2.14,,,,17.854999999999997,,27.939999999999998,,,440.5,,2.59,,,,,20.0,,1.0,mechanical,combined,,powder,15.0,0.0
37,2),15.0,,25.7,,True,False,,sheet1,46.835,22.25,12.66,5.654999999999999,1.665,0.29000000000000004,,2.14,,,,17.854999999999997,,27.939999999999998,,,440.5,,2.59,,,,,20.0,,1.0,mechanical,combined,,powder,15.0,0.0
37,4),15.0,,27.4,,True,False,,sheet1,46.835,22.25,12.66,5.654999999999999,1.665,0.29000000000000004,,2.14,,,,17.854999999999997,,27.939999999999998,,,440.5,,2.59,,,,,20.0,,1.0,mechanical,combined,,powder,15.0,0.0
37,30% (8:2),30.0,7.0,20.0,,True,True,Mechanical activation,matrix,46.835,22.25,12.66,5.654999999999999,1.665,0.29000000000000004,,2.14,,,,17.854999999999997,,27.939999999999998,,,440.5,,2.59,,,,,20.0,,1.0,mechanical,combined,,powder,15.0,0.0
37,30% (6:4),30.0,7.0,22.5,,True,True,Mechanical activation,matrix,46.835,22.25,12.66,5.654999999999999,1.665,0.29000000000000004,,2.14,,,,17.854999999999997,,27.939999999999998,,,440.5,,2.59,,,,,20.0,,1.0,mechanical,combined,,powder,15.0,0.0
37,28d,30.0,28.0,27.0,,True,True,,sheet1,46.835,22.25,12.66,5.654999999999999,1.665,0.29000000000000004,,2.14,,,,17.854999999999997,,27.939999999999998,,,440.5,,2.59,,,,,20.0,,1.0,mechanical,combined,,powder,15.0,0.0
37,28d,30.0,28.0,28.2,,True,True,,sheet1,46.835,22.25,12.66,5.654999999999999,1.665,0.29000000000000004,,2.14,,,,17.854999999999997,,27.939999999999998,,,440.5,,2.59,,,,,20.0,,1.0,mechanical,combined,,powder,15.0,0.0
37,2),30.0,,20.0,,True,False,,sheet1,46.835,22.25,12.66,5.654999999999999,1.665,0.29000000000000004,,2.14,,,,17.854999999999997,,27.939999999999998,,,440.5,,2.59,,,,,20.0,,1.0,mechanical,combined,,powder,15.0,0.0
37,4),30.0,,22.5,,True,False,,sheet1,46.835,22.25,12.66,5.654999999999999,1.665,0.29000000000000004,,2.14,,,,17.854999999999997,,27.939999999999998,,,440.5,,2.59,,,,,20.0,,1.0,mechanical,combined,,powder,15.0,0.0
37,45% (8:2),45.0,7.0,19.2,,True,True,Mechanical activation,matrix,46.835,22.25,12.66,5.654999999999999,1.665,0.29000000000000004,,2.14,,,,17.854999999999997,,27.939999999999998,,,440.5,,2.59,,,,,20.0,,1.0,mechanical,combined,,powder,15.0,0.0
37,45% (6:4),45.0,7.0,20.3,,True,True,Mechanical activation,matrix,46.835,22.25,12.66,5.654999999999999,1.665,0.29000000000000004,,2.14,,,,17.854999999999997,,27.939999999999998,,,440.5,,2.59,,,,,20.0,,1.0,mechanical,combined,,powder,15.0,0.0
37,28d,45.0,28.0,21.2,,True,True,,sheet1,46.835,22.25,12.66,5.654999999999999,1.665,0.29000000000000004,,2.14,,,,17.854999999999997,,27.939999999999998,,,440.5,,2.59,,,,,20.0,,1.0,mechanical,combined,,powder,15.0,0.0
37,28d GRAPH-DERIVED,45.0,28.0,24.2,,True,True,,sheet1,46.835,22.25,12.66,5.654999999999999,1.665,0.29000000000000004,,2.14,,,,17.854999999999997,,27.939999999999998,,,440.5,,2.59,,,,,20.0,,1.0,mechanical,combined,,powder,15.0,0.0
37,2),45.0,,19.2,,True,False,,sheet1,46.835,22.25,12.66,5.654999999999999,1.665,0.29000000000000004,,2.14,,,,17.854999999999997,,27.939999999999998,,,440.5,,2.59,,,,,20.0,,1.0,mechanical,combined,,powder,15.0,0.0
37,4),45.0,,20.3,,True,False,,sheet1,46.835,22.25,12.66,5.654999999999999,1.665,0.29000000000000004,,2.14,,,,17.854999999999997,,27.939999999999998,,,440.5,,2.59,,,,,20.0,,1.0,mechanical,combined,,powder,15.0,0.0
38,,0.0,,39.7,,False,False,,sheet1,34.82,24.48,8.52,6.99,3.19,0.21,1.66,0.81,17.89,,,,,,,,,,2.61,,0.6,,,,,,,combined,,powder,57.5,
38,,15.0,,34.6,,False,False,,sheet1,34.82,24.48,8.52,6.99,3.19,0.21,1.66,0.81,17.89,,,,,,,,,,2.61,,0.6,,,,,,,combined,,powder,57.5,
38,,30.0,,26.8,,False,False,,sheet1,34.82,24.48,8.52,6.99,3.19,0.21,1.66,0.81,17.89,,,,,,,,,,2.61,,0.6,,,,,,,combined,,powder,57.5,
38,,40.0,,20.1,,False,False,,sheet1,34.82,24.48,8.52,6.99,3.19,0.21,1.66,0.81,17.89,,,,,,,,,,2.61,,0.6,,,,,,,combined,,powder,57.5,
38,,60.0,,15.8,,False,False,,sheet1,34.82,24.48,8.52,6.99,3.19,0.21,1.66,0.81,17.89,,,,,,,,,,2.61,,0.6,,,,,,,combined,,powder,57.5,
38,,75.0,,5.8,,False,False,,sheet1,34.82,24.48,8.52,6.99,3.19,0.21,1.66,0.81,17.89,,,,,,,,,,2.61,,0.6,,,,,,,combined,,powder,57.5,
38,,100.0,,1.6,,False,False,,sheet1,34.82,24.48,8.52,6.99,3.19,0.21,1.66,0.81,17.89,,,,,,,,,,2.61,,0.6,,,,,,,combined,,powder,57.5,
39,3d,0.0,3.0,19.97,,False,True,,sheet1,33.4,44.9,8.4,1.0,5.4,,,1.7,,,,5.0,,,,,,,,,0.5,,,,,1.0,chemical,crushing,,fines,12.5,0.0
39,7d,0.0,7.0,26.64,,False,True,,sheet1,33.4,44.9,8.4,1.0,5.4,,,1.7,,,,5.0,,,,,,,,,0.5,,,,,1.0,chemical,crushing,,fines,12.5,0.0
39,28d,0.0,28.0,39.17,,False,True,,sheet1,33.4,44.9,8.4,1.0,5.4,,,1.7,,,,5.0,,,,,,,,,0.5,,,,,1.0,chemical,crushing,,fines,12.5,0.0
39,Control,0.0,,39.17,,False,False,,matrix,33.4,44.9,8.4,1.0,5.4,,,1.7,,,,5.0,,,,,,,,,0.5,,,,,1.0,chemical,crushing,,fines,12.5,0.0
42,0%,0.0,28.0,1.9,,True,True,,sheet1,57.02,21.32,10.93,3.45,2.54,1.17,,,,,,75.0,,86.4,,,,,,,0.6,,,,,1.0,,other,,powder,30.0,0.0
42,0%,0.0,28.0,2.0,,True,True,,sheet1,57.02,21.32,10.93,3.45,2.54,1.17,,,,,,75.0,,86.4,,,,,,,0.6,,,,,1.0,,other,,powder,30.0,0.0
42,NFC-II,0.0,,1.9,,True,False,,matrix,57.02,21.32,10.93,3.45,2.54,1.17,,,,,,75.0,,86.4,,,,,,,0.6,,,,,1.0,,other,,powder,30.0,0.0
42,NFC-1,0.0,,2.04,,True,False,,matrix,57.02,21.32,10.93,3.45,2.54,1.17,,,,,,75.0,,86.4,,,,,,,0.6,,,,,1.0,,other,,powder,30.0,0.0
42,10%,10.0,28.0,1.5,,True,True,,sheet1,57.02,21.32,10.93,3.45,2.54,1.17,,,,,,75.0,,86.4,,,,,,,0.6,,,,,1.0,,other,,powder,30.0,0.0
42,10%,10.0,28.0,1.7,,True,True,,sheet1,57.02,21.32,10.93,3.45,2.54,1.17,,,,,,75.0,,86.4,,,,,,,0.6,,,,,1.0,,other,,powder,30.0,0.0
42,RPFC10-II,10.0,,1.5,,True,False,,matrix,57.02,21.32,10.93,3.45,2.54,1.17,,,,,,75.0,,86.4,,,,,,,0.6,,,,,1.0,,other,,powder,30.0,0.0
42,RPFC10-1,10.0,,1.67,,True,False,,matrix,57.02,21.32,10.93,3.45,2.54,1.17,,,,,,75.0,,86.4,,,,,,,0.6,,,,,1.0,,other,,powder,30.0,0.0
42,20%,20.0,28.0,1.3,,True,True,,sheet1,57.02,21.32,10.93,3.45,2.54,1.17,,,,,,75.0,,86.4,,,,,,,0.6,,,,,1.0,,other,,powder,30.0,0.0
42,20%,20.0,28.0,1.5,,True,True,,sheet1,57.02,21.32,10.93,3.45,2.54,1.17,,,,,,75.0,,86.4,,,,,,,0.6,,,,,1.0,,other,,powder,30.0,0.0
42,RPFC20-11,20.0,,1.3,,True,False,,matrix,57.02,21.32,10.93,3.45,2.54,1.17,,,,,,75.0,,86.4,,,,,,,0.6,,,,,1.0,,other,,powder,30.0,0.0
42,RPFC20-1,20.0,,1.5,,True,False,,matrix,57.02,21.32,10.93,3.45,2.54,1.17,,,,,,75.0,,86.4,,,,,,,0.6,,,,,1.0,,other,,powder,30.0,0.0
42,30%,30.0,28.0,1.2,,True,True,,sheet1,57.02,21.32,10.93,3.45,2.54,1.17,,,,,,75.0,,86.4,,,,,,,0.6,,,,,1.0,,other,,powder,30.0,0.0
42,30%,30.0,28.0,1.3,,True,True,,sheet1,57.02,21.32,10.93,3.45,2.54,1.17,,,,,,75.0,,86.4,,,,,,,0.6,,,,,1.0,,other,,powder,30.0,0.0
42,RPFC30-II,30.0,,1.2,,True,False,,matrix,57.02,21.32,10.93,3.45,2.54,1.17,,,,,,75.0,,86.4,,,,,,,0.6,,,,,1.0,,other,,powder,30.0,0.0
42,RPFC30-1,30.0,,1.32,,True,False,,matrix,57.02,21.32,10.93,3.45,2.54,1.17,,,,,,75.0,,86.4,,,,,,,0.6,,,,,1.0,,other,,powder,30.0,0.0
42,40%,40.0,28.0,0.8,,True,True,,sheet1,57.02,21.32,10.93,3.45,2.54,1.17,,,,,,75.0,,86.4,,,,,,,0.6,,,,,1.0,,other,,powder,30.0,0.0
42,40%,40.0,28.0,0.9,,True,True,,sheet1,57.02,21.32,10.93,3.45,2.54,1.17,,,,,,75.0,,86.4,,,,,,,0.6,,,,,1.0,,other,,powder,30.0,0.0
42,RPFC40-II,40.0,,0.76,,True,False,,matrix,57.02,21.32,10.93,3.45,2.54,1.17,,,,,,75.0,,86.4,,,,,,,0.6,,,,,1.0,,other,,powder,30.0,0.0
42,RPFC40-1,40.0,,0.88,,True,False,,matrix,57.02,21.32,10.93,3.45,2.54,1.17,,,,,,75.0,,86.4,,,,,,,0.6,,,,,1.0,,other,,powder,30.0,0.0
43,FRAC,0.0,,2.22,,False,False,,matrix,57.01,21.3,10.93,3.45,1.82,1.17,1.58,2.22,,,,,,,,,,,,,0.45,,,30.0,,,mechanical,combined,,powder,10.0,
43,FCRAC,0.0,,2.71,,False,False,,matrix,57.01,21.3,10.93,3.45,1.82,1.17,1.58,2.22,,,,,,,,,,,,,0.45,,,30.0,,,mechanical,combined,,powder,10.0,
43,FFRAC,0.0,,2.83,,False,False,,matrix,57.01,21.3,10.93,3.45,1.82,1.17,1.58,2.22,,,,,,,,,,,,,0.45,,,30.0,,,mechanical,combined,,powder,10.0,
43,NAC,0.0,,3.63,,False,False,,matrix,57.01,21.3,10.93,3.45,1.82,1.17,1.58,2.22,,,,,,,,,,,,,0.45,,,30.0,,,mechanical,combined,,powder,10.0,
43,FFRAC,0.0,,57.9,,False,False,,matrix,57.01,21.3,10.93,3.45,1.82,1.17,1.58,2.22,,,,,,,,,,,,,0.45,,,30.0,,,mechanical,combined,,powder,10.0,
43,for 0% RP control,0.0,,58.3,,False,False,,sheet1,57.01,21.3,10.93,3.45,1.82,1.17,1.58,2.22,,,,,,,,,,,,,0.45,,,30.0,,,mechanical,combined,,powder,10.0,
43,FCRAC,0.0,,64.6,,False,False,,matrix,57.01,21.3,10.93,3.45,1.82,1.17,1.58,2.22,,,,,,,,,,,,,0.45,,,30.0,,,mechanical,combined,,powder,10.0,
43,NAC,0.0,,67.6,,False,False,,matrix,57.01,21.3,10.93,3.45,1.82,1.17,1.58,2.22,,,,,,,,,,,,,0.45,,,30.0,,,mechanical,combined,,powder,10.0,
43,FRAC-10,10.0,,2.19,,False,False,Mechanical activation,matrix,57.01,21.3,10.93,3.45,1.82,1.17,1.58,2.22,,,,,,,,,,,,,0.45,,,30.0,,,mechanical,combined,,powder,10.0,
43,for 10% RP,10.0,,58.4,,False,False,,sheet1,57.01,21.3,10.93,3.45,1.82,1.17,1.58,2.22,,,,,,,,,,,,,0.45,,,30.0,,,mechanical,combined,,powder,10.0,
43,FRAC-20,20.0,,2.08,,False,False,Mechanical activation,matrix,57.01,21.3,10.93,3.45,1.82,1.17,1.58,2.22,,,,,,,,,,,,,0.45,,,30.0,,,mechanical,combined,,powder,10.0,
43,for 20% RP,20.0,,56.9,,False,False,,sheet1,57.01,21.3,10.93,3.45,1.82,1.17,1.58,2.22,,,,,,,,,,,,,0.45,,,30.0,,,mechanical,combined,,powder,10.0,
43,FRAC-30,30.0,,1.95,,False,False,Mechanical activation,matrix,57.01,21.3,10.93,3.45,1.82,1.17,1.58,2.22,,,,,,,,,,,,,0.45,,,30.0,,,mechanical,combined,,powder,10.0,
43,for 30% RP,30.0,,52.7,,False,False,,sheet1,57.01,21.3,10.93,3.45,1.82,1.17,1.58,2.22,,,,,,,,,,,,,0.45,,,30.0,,,mechanical,combined,,powder,10.0,
44,Mref,0.0,7.0,82.0,,True,True,,matrix,17.08,11.39,1.89,0.57,0.53,0.4,,0.22,67.58,,1.78,14.2,44.7,,,,,12.033333333333333,2.33,,0.415,,,,,0.0,,combined,,fines,10.0,10.0
44,Mref,0.0,7.0,88.0,,True,True,,matrix,17.08,11.39,1.89,0.57,0.53,0.4,,0.22,67.58,,1.78,14.2,44.7,,,,,12.033333333333333,2.33,,0.415,,,,,0.0,,combined,,fines,10.0,10.0
44,Mref,0.0,7.0,92.0,,True,True,,matrix,17.08,11.39,1.89,0.57,0.53,0.4,,0.22,67.58,,1.78,14.2,44.7,,,,,12.033333333333333,2.33,,0.415,,,,,0.0,,combined,,fines,10.0,10.0
44,MSF10,10.0,7.0,74.0,,True,True,,sheet1,17.08,11.39,1.89,0.57,0.53,0.4,,0.22,67.58,,1.78,14.2,44.7,,,,,12.033333333333333,2.33,,0.415,,,,,0.0,,combined,,fines,10.0,10.0
44,MSF 10 / MSF10,10.0,7.0,89.0,,True,True,,matrix,17.08,11.39,1.89,0.57,0.53,0.4,,0.22,67.58,,1.78,14.2,44.7,,,,,12.033333333333333,2.33,,0.415,,,,,0.0,,combined,,fines,10.0,10.0
44,MSF 10 / MSF10,10.0,7.0,92.0,,True,True,,matrix,17.08,11.39,1.89,0.57,0.53,0.4,,0.22,67.58,,1.78,14.2,44.7,,,,,12.033333333333333,2.33,,0.415,,,,,0.0,,combined,,fines,10.0,10.0
44,MSF10,10.0,28.0,89.0,,True,True,,sheet1,17.08,11.39,1.89,0.57,0.53,0.4,,0.22,67.58,,1.78,14.2,44.7,,,,,12.033333333333333,2.33,,0.415,,,,,0.0,,combined,,fines,10.0,10.0
44,MSF10,10.0,56.0,92.0,,True,True,,sheet1,17.08,11.39,1.89,0.57,0.53,0.4,,0.22,67.58,,1.78,14.2,44.7,,,,,12.033333333333333,2.33,,0.415,,,,,0.0,,combined,,fines,10.0,10.0
44,MSF20,20.0,7.0,54.0,,True,True,,sheet1,17.08,11.39,1.89,0.57,0.53,0.4,,0.22,67.58,,1.78,14.2,44.7,,,,,12.033333333333333,2.33,,0.415,,,,,0.0,,combined,,fines,10.0,10.0
44,MSF 20 / MSF20,20.0,7.0,71.0,,True,True,,matrix,17.08,11.39,1.89,0.57,0.53,0.4,,0.22,67.58,,1.78,14.2,44.7,,,,,12.033333333333333,2.33,,0.415,,,,,0.0,,combined,,fines,10.0,10.0
44,MSF 20 / MSF20,20.0,7.0,74.0,,True,True,,matrix,17.08,11.39,1.89,0.57,0.53,0.4,,0.22,67.58,,1.78,14.2,44.7,,,,,12.033333333333333,2.33,,0.415,,,,,0.0,,combined,,fines,10.0,10.0
44,MSF20,20.0,28.0,71.0,,True,True,,sheet1,17.08,11.39,1.89,0.57,0.53,0.4,,0.22,67.58,,1.78,14.2,44.7,,,,,12.033333333333333,2.33,,0.415,,,,,0.0,,combined,,fines,10.0,10.0
44,MSF20,20.0,56.0,74.0,,True,True,,sheet1,17.08,11.39,1.89,0.57,0.53,0.4,,0.22,67.58,,1.78,14.2,44.7,,,,,12.033333333333333,2.33,,0.415,,,,,0.0,,combined,,fines,10.0,10.0
44,MSF30,30.0,7.0,51.0,,True,True,,sheet1,17.08,11.39,1.89,0.57,0.53,0.4,,0.22,67.58,,1.78,14.2,44.7,,,,,12.033333333333333,2.33,,0.415,,,,,0.0,,combined,,fines,10.0,10.0
44,MSF 30 / MSF30,30.0,7.0,59.0,,True,True,,matrix,17.08,11.39,1.89,0.57,0.53,0.4,,0.22,67.58,,1.78,14.2,44.7,,,,,12.033333333333333,2.33,,0.415,,,,,0.0,,combined,,fines,10.0,10.0
44,MSF 30 / MSF30,30.0,7.0,65.0,,True,True,,matrix,17.08,11.39,1.89,0.57,0.53,0.4,,0.22,67.58,,1.78,14.2,44.7,,,,,12.033333333333333,2.33,,0.415,,,,,0.0,,combined,,fines,10.0,10.0
44,MSF30,30.0,28.0,59.0,,True,True,,sheet1,17.08,11.39,1.89,0.57,0.53,0.4,,0.22,67.58,,1.78,14.2,44.7,,,,,12.033333333333333,2.33,,0.415,,,,,0.0,,combined,,fines,10.0,10.0
44,MSF30,30.0,56.0,65.0,,True,True,,sheet1,17.08,11.39,1.89,0.57,0.53,0.4,,0.22,67.58,,1.78,14.2,44.7,,,,,12.033333333333333,2.33,,0.415,,,,,0.0,,combined,,fines,10.0,10.0
46,RGP0,0.0,,14.56,,False,False,,matrix,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,combined,,fines,30.0,
46,RGP0,0.0,,42.3,,False,False,,sheet1,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,combined,,fines,30.0,
46,RGP10,10.0,,14.02,,False,False,,matrix,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,combined,,fines,30.0,
