paper_id,mix_id,replacement_pct,age_days,strength_mpa,wb_block,graph_derived,age_known,mix_activation,source,sio2,cao,al2o3,fe2o3,mgo,so3,na2o,k2o,loi,amorphous_pct,d10,d50,d90,mean_particle_um,specific_surface,bet_surface,blaine,water_absorption,specific_gravity,bulk_density,wb_ratio,thermal_temp_c,thermal_duration,grind_duration,grind_speed,pozzolanic_reactivity,activation_method,processing_method,mineralogy,material_family,reported_optimum_pct,empirical_optimum_pct
7,at 5% RCP,5.0,,57.3,,False,False,,sheet1,,,,,,,,,,,,12.0,,12.0,412.0,,412.0,,,,0.3576,,,,,,mechanical,milling,,powder,10.0,
7,at 10% RCP,10.0,,50.2,,False,False,,sheet1,,,,,,,,,,,,12.0,,12.0,412.0,,412.0,,,,0.3576,,,,,,mechanical,milling,,powder,10.0,
7,at 15% RCP,15.0,,51.8,,False,False,,sheet1,,,,,,,,,,,,12.0,,12.0,412.0,,412.0,,,,0.3576,,,,,,mechanical,milling,,powder,10.0,
7,at 20% RCP,20.0,,56.9,,False,False,,sheet1,,,,,,,,,,,,12.0,,12.0,412.0,,412.0,,,,0.3576,,,,,,mechanical,milling,,powder,10.0,
7,at 25% RCP,25.0,,50.1,,False,False,,sheet1,,,,,,,,,,,,12.0,,12.0,412.0,,412.0,,,,0.3576,,,,,,mechanical,milling,,powder,10.0,
8,at 0%,0.0,,76.6,,False,False,,sheet1,,,,,,,,,,,,,,,,,,,,,0.375,,,,,,mechanical,milling,,powder,25.0,
8,at 10%,10.0,,50.2,,False,False,,sheet1,,,,,,,,,,,,,,,,,,,,,0.375,,,,,,mechanical,milling,,powder,25.0,
8,at 20%,20.0,,56.9,,False,False,,sheet1,,,,,,,,,,,,,,,,,,,,,0.375,,,,,,mechanical,milling,,powder,25.0,
8,at 30%,30.0,,45.7,,False,False,,sheet1,,,,,,,,,,,,,,,,,,,,,0.375,,,,,,mechanical,milling,,powder,25.0,
8,at 40%,40.0,,38.8,,False,False,,sheet1,,,,,,,,,,,,,,,,,,,,,0.375,,,,,,mechanical,milling,,powder,25.0,
8,at 50%,50.0,,25.4,,False,False,,sheet1,,,,,,,,,,,,,,,,,,,,,0.375,,,,,,mechanical,milling,,powder,25.0,
9,,0.0,1.0,8.0,,True,True,,sheet1,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,OPC,0.0,1.0,28.0,,True,True,,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,OPC,0.0,1.0,35.5,,True,True,,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,,0.0,7.0,28.0,,True,True,,sheet1,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,,0.0,28.0,35.5,,True,True,,sheet1,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,,1.0,1.0,1.0,,True,True,,sheet1,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,,1.0,1.0,4.0,,True,True,,sheet1,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,,1.0,7.0,1.5,,True,True,,sheet1,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,,1.0,7.0,4.0,,True,True,,sheet1,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,,1.0,7.0,14.0,,True,True,,sheet1,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,,1.0,7.0,27.0,,True,True,,sheet1,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,,1.0,28.0,4.5,,True,True,,sheet1,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,,1.0,28.0,21.5,,True,True,,sheet1,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,,1.0,28.0,35.0,,True,True,,sheet1,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,,5.0,1.0,10.0,,True,True,,sheet1,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,,5.0,7.0,23.0,,True,True,,sheet1,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,,5.0,28.0,5.0,,True,True,,sheet1,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,,5.0,28.0,32.5,,True,True,,sheet1,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,,6.0,1.0,7.0,,True,True,,sheet1,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,,6.0,7.0,28.0,,True,True,,sheet1,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,,6.0,28.0,38.0,,True,True,,sheet1,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,#6,70.0,1.0,7.0,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,#6,70.0,1.0,28.0,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,#6,70.0,1.0,38.0,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,#1,100.0,1.0,1.0,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,#4,100.0,1.0,1.5,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,#1,100.0,1.0,4.0,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,#4,100.0,1.0,4.5,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,#1,100.0,1.0,5.0,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,#5,100.0,1.0,10.0,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,#3,100.0,1.0,14.0,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,#3,100.0,1.0,21.5,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,#5,100.0,1.0,23.0,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,#2,100.0,1.0,27.0,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,#5,100.0,1.0,32.5,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
9,#2,100.0,1.0,35.0,,True,True,Thermal,matrix,,3.5,,,,,,,9.666666666666666,,,,,,,,,,,,0.55,617.5,8.0,,,,thermal,combined,calcite,other,,6.0
10,,0.0,,34.0,0.5,True,False,,sheet1,43.0,15.5,11.5,5.0,2.0,,,,,,,9.06,,6.536666666666666,639.6,,,,,,0.45,,,,,2.0,,combined,,powder,22.5,
10,,0.0,,48.5,0.4,True,False,,sheet1,43.0,15.5,11.5,5.0,2.0,,,,,,,9.06,,6.536666666666666,639.6,,,,,,0.45,,,,,2.0,,combined,,powder,22.5,
10,RPC-15%RP+15%FA (w/b 0.5),15.0,,35.5,,True,False,,matrix,43.0,15.5,11.5,5.0,2.0,,,,,,,9.06,,6.536666666666666,639.6,,,,,,0.45,,,,,2.0,,combined,,powder,22.5,
10,,15.0,,36.0,0.5,True,False,,sheet1,43.0,15.5,11.5,5.0,2.0,,,,,,,9.06,,6.536666666666666,639.6,,,,,,0.45,,,,,2.0,,combined,,powder,22.5,
