paper_id,mix_id,replacement_pct,age_days,strength_mpa,wb_block,graph_derived,age_known,mix_activation,source
6,RM-0.6-1.25/2.5,32.08,,50.85,,False,False,,matrix
6,RM-0.5-1.25/2.5,32.08,,52.22,,False,False,,matrix
6,RM-0.6-50,50.0,,46.92,,False,False,,matrix
6,RM-0.5-50,50.0,,53.84,,False,False,,matrix
6,RM-0.6-100,100.0,,39.14,,False,False,,matrix
6,RM-0.6-S,100.0,,41.96,,False,False,,matrix
6,RM-0.5-100,100.0,,42.09,,False,False,,matrix
6,RM-0.55-S,100.0,,43.01,,False,False,,matrix
6,RM-0.6-D,100.0,,43.76,,False,False,,matrix
6,RM-0.5-S,100.0,,45.22,,False,False,,matrix
6,RM-0.55-D,100.0,,45.34,,False,False,,matrix
6,RM-0.5-D,100.0,,49.84,,False,False,,matrix
7,CEM (ref),0.0,,52.1,,False,False,,matrix
7,at 5% RCP,5.0,,57.3,,False,False,,sheet1
7,at 10% RCP,10.0,,50.2,,False,False,,sheet1
7,at 15% RCP,15.0,,51.8,,False,False,,sheet1
7,at 20% RCP,20.0,,56.9,,False,False,,sheet1
7,at 25% RCP,25.0,,50.1,,False,False,,sheet1
8,at 0%,0.0,,76.6,,False,False,,sheet1
8,at 10%,10.0,,50.2,,False,False,,sheet1
8,at 20%,20.0,,56.9,,False,False,,sheet1
8,at 30%,30.0,,45.7,,False,False,,sheet1
8,at 40%,40.0,,38.8,,False,False,,sheet1
8,at 50%,50.0,,25.4,,False,False,,sheet1
9,,0.0,1.0,8.0,,True,True,,sheet1
9,OPC,0.0,1.0,28.0,,True,True,,matrix
9,OPC,0.0,1.0,35.5,,True,True,,matrix
9,,0.0,7.0,28.0,,True,True,,sheet1
9,,0.0,28.0,35.5,,True,True,,sheet1
9,,1.0,1.0,1.0,,True,True,,sheet1
9,,1.0,1.0,4.0,,True,True,,sheet1
9,,1.0,7.0,1.5,,True,True,,sheet1
9,,1.0,7.0,4.0,,True,True,,sheet1
9,,1.0,7.0,14.0,,True,True,,sheet1
9,,1.0,7.0,27.0,,True,True,,sheet1
9,,1.0,28.0,4.5,,True,True,,sheet1
9,,1.0,28.0,21.5,,True,True,,sheet1
9,,1.0,28.0,35.0,,True,True,,sheet1
9,,5.0,1.0,10.0,,True,True,,sheet1
9,,5.0,7.0,23.0,,True,True,,sheet1
9,,5.0,28.0,5.0,,True,True,,sheet1
9,,5.0,28.0,32.5,,True,True,,sheet1
9,,6.0,1.0,7.0,,True,True,,sheet1
9,,6.0,7.0,28.0,,True,True,,sheet1
9,,6.0,28.0,38.0,,True,True,,sheet1
9,#6,70.0,1.0,7.0,,True,True,Thermal,matrix
9,#6,70.0,1.0,28.0,,True,True,Thermal,matrix
9,#6,70.0,1.0,38.0,,True,True,Thermal,matrix
9,#1,100.0,1.0,1.0,,True,True,Thermal,matrix
9,#4,100.0,1.0,1.5,,True,True,Thermal,matrix
9,#1,100.0,1.0,4.0,,True,True,Thermal,matrix
9,#4,100.0,1.0,4.5,,True,True,Thermal,matrix
9,#1,100.0,1.0,5.0,,True,True,Thermal,matrix
9,#5,100.0,1.0,10.0,,True,True,Thermal,matrix
9,#3,100.0,1.0,14.0,,True,True,Thermal,matrix
9,#3,100.0,1.0,21.5,,True,True,Thermal,matrix
9,#5,100.0,1.0,23.0,,True,True,Thermal,matrix
9,#2,100.0,1.0,27.0,,True,True,Thermal,matrix
9,#5,100.0,1.0,32.5,,True,True,Thermal,matrix
9,#2,100.0,1.0,35.0,,True,True,Thermal,matrix
10,,0.0,,34.0,0.5,True,False,,sheet1
10,,0.0,,48.5,0.4,True,False,,sheet1
